OM	w
0.066133962	-0.497436520
0.066138297	-0.501766798
0.066142632	-0.506097077
0.066146967	-0.510427355
0.066151302	-0.514757633
0.066155637	-0.519087911
0.067311663	-0.384844473
0.067315998	-0.389174751
0.067320333	-0.393505029
0.067324668	-0.397835307
0.067329003	-0.402165585
0.067333338	-0.406495864
0.067337673	-0.410826142
0.067342008	-0.415156420
0.067346344	-0.419486698
0.067350679	-0.423816976
0.067355014	-0.428147254
0.067359349	-0.432477532
0.067363684	-0.436807810
0.067368019	-0.441138088
0.067372354	-0.445468366
0.067376689	-0.449798644
0.067381024	-0.454128923
0.067385359	-0.458459201
0.067389694	-0.462789479
0.067394030	-0.467119757
0.067398365	-0.471450035
0.067402700	-0.475780313
0.067407035	-0.480110591
0.067411370	-0.484440869
0.067415705	-0.488771147
0.067420040	-0.493101425
0.067424375	-0.497431704
0.067428710	-0.501761982
0.067433045	-0.506092260
0.067437380	-0.510422538
0.067441716	-0.514752816
0.067446051	-0.519083094
0.067450386	-0.523413372
0.068602076	-0.384839656
0.068606411	-0.389169934
0.068610746	-0.393500212
0.068615081	-0.397830491
0.068619416	-0.402160769
0.068623751	-0.406491047
0.068628087	-0.410821325
0.068632422	-0.415151603
0.068636757	-0.419481881
0.068641092	-0.423812159
0.068645427	-0.428142437
0.068649762	-0.432472715
0.068654097	-0.436802993
0.068658432	-0.441133272
0.068662767	-0.445463550
0.068667102	-0.449793828
0.068671437	-0.454124106
0.068675773	-0.458454384
0.068680108	-0.462784662
0.068684443	-0.467114940
0.068688778	-0.471445218
0.068693113	-0.475775496
0.068697448	-0.480105774
0.068701783	-0.484436052
0.068706118	-0.488766331
0.068710453	-0.493096609
0.068714788	-0.497426887
0.068719124	-0.501757165
